Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Lead_Time,Total Nights,Checkin_Month,Checkin_Day_of_Week,Is_Weekend,Total_Guests
M,42,caucasian,Grad,25K --50K,South,City Hotel,4,1,0,BB,No,No,Non-Refundable,Agent,Yes,Check-Out,Yes,15,172,132,2,7,5,1,5
F,52,African American,College,50K -- 100K,South,Airport Hotels,1,2,0,BB,No,No,Refundable,Direct,Yes,Canceled,Yes,20,203,63,1,7,5,1,3
M,45,Asian American,Mid-School,25K --50K,East,Airport Hotels,2,1,0,HB,No,No,Refundable,Online,Yes,Canceled,Yes,10,175,80,1,7,5,1,3
F,28,Asian American,College,>100K,North,City Hotel,4,1,0,FB,Yes,Yes,No Deposit,Online,Yes,Check-Out,No,0,145,21,1,7,5,1,5
F,27,Asian American,College,25K --50K,West,Airport Hotels,2,1,0,FB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,40,118,172,1,7,5,1,3
F,57,African American,Grad,>100K,North,City Hotel,1,2,0,FB,No,No,No Deposit,Online,Yes,Check-Out,No,0,104,2,1,7,5,1,3
F,66,African American,Grad,50K -- 100K,East,Resort,2,3,0,FB,No,No,No Deposit,Online,No,Check-Out,No,0,163,210,1,7,5,1,5
F,37,Asian American,High-School,50K -- 100K,West,City Hotel,4,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,202,70,1,7,5,1,6
M,26,caucasian,College,<25K,South,City Hotel,3,2,0,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,25,110,185,2,12,5,1,5
M,58,Latino,High-School,50K -- 100K,North,Resort,2,3,1,HB,Yes,No,No Deposit,Agent,No,Check-Out,Yes,25,209,194,2,5,4,0,6
F,67,Latino,High-School,25K --50K,South,City Hotel,5,3,2,HB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,25,145,204,1,7,1,0,10
M,25,Latino,College,>100K,South,Resort,5,1,1,BB,Yes,Yes,No Deposit,Direct,No,No-Show,Yes,20,104,36,2,5,1,0,7
M,56,Asian American,High-School,<25K,South,City Hotel,1,2,0,HB,No,No,Non-Refundable,Online,No,Check-Out,Yes,25,207,105,3,7,5,1,3
F,48,African American,College,<25K,North,Airport Hotels,2,2,0,FB,No,No,No Deposit,Online,No,Check-Out,Yes,5,119,156,2,7,5,1,4
M,59,African American,High-School,50K -- 100K,East,City Hotel,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,106,123,3,7,5,1,2
M,19,Asian American,Grad,<25K,North,Resort,4,1,1,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,40,228,15,1,7,5,1,6
F,69,Latino,College,25K --50K,South,City Hotel,2,1,0,HB,Yes,No,No Deposit,Online,No,Canceled,Yes,20,165,104,1,7,5,1,3
M,39,Latino,Grad,25K --50K,North,Resort,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,173,214,2,7,5,1,3
F,61,Asian American,High-School,>100K,South,Airport Hotels,4,3,0,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,25,178,60,1,7,5,1,7
F,38,African American,Mid-School,50K -- 100K,South,Resort,2,1,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,15,115,137,3,7,5,1,3
M,66,African American,High-School,25K --50K,West,Airport Hotels,2,2,1,FB,No,No,Refundable,Online,Yes,Canceled,Yes,5,136,39,4,7,5,1,5
F,44,African American,College,<25K,South,Airport Hotels,2,2,1,FB,Yes,No,No Deposit,Direct,No,No-Show,Yes,20,147,34,4,7,5,1,5
M,48,Latino,Mid-School,25K --50K,North,City Hotel,1,1,0,BB,No,No,No Deposit,Online,No,Canceled,No,0,118,171,1,7,5,1,2
F,65,caucasian,Grad,>100K,North,Airport Hotels,2,2,1,FB,No,No,Refundable,Online,No,Check-Out,Yes,20,124,156,1,7,5,1,5
M,33,Latino,College,<25K,West,Airport Hotels,1,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,149,94,2,7,5,1,3
M,69,Asian American,Mid-School,<25K,South,Airport Hotels,1,2,1,FB,Yes,Yes,No Deposit,Online,No,Check-Out,Yes,20,192,17,1,9,0,0,4
M,62,Latino,Grad,<25K,West,Resort,2,1,0,BB,No,No,No Deposit,Online,No,Canceled,No,0,126,131,4,9,0,0,3
M,42,caucasian,Grad,<25K,East,City Hotel,2,2,1,FB,Yes,Yes,No Deposit,Online,Yes,Check-Out,No,0,239,121,1,7,5,1,5
F,36,Asian American,Grad,<25K,West,City Hotel,3,1,1,FB,Yes,Yes,No Deposit,Agent,Yes,Check-Out,Yes,5,227,149,1,7,6,1,5
F,56,caucasian,Mid-School,25K --50K,North,Airport Hotels,3,1,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,25,102,116,1,7,6,1,4
M,40,Latino,Mid-School,>100K,South,Resort,2,1,0,HB,No,No,Non-Refundable,Agent,Yes,Canceled,Yes,15,221,18,1,7,6,1,3
M,23,Asian American,Grad,25K --50K,South,Airport Hotels,1,1,0,HB,Yes,No,Refundable,Online,No,No-Show,Yes,20,209,188,1,7,6,1,2
F,39,caucasian,College,<25K,North,Resort,2,1,1,HB,Yes,No,Refundable,Online,No,Check-Out,Yes,20,129,104,1,7,6,1,4
M,53,Asian American,Mid-School,<25K,South,Resort,1,2,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,20,222,216,3,7,6,1,3
M,53,Latino,Mid-School,25K --50K,North,Airport Hotels,1,3,1,HB,Yes,No,Non-Refundable,Online,Yes,Check-Out,Yes,5,140,55,1,7,6,1,5
F,23,African American,Mid-School,>100K,South,Airport Hotels,2,2,0,FB,No,No,No Deposit,Direct,Yes,Canceled,Yes,5,225,16,1,7,6,1,4
F,37,caucasian,College,>100K,East,Airport Hotels,1,2,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,143,220,2,7,6,1,3
M,28,caucasian,College,<25K,East,Airport Hotels,1,2,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,25,117,35,2,7,6,1,3
M,67,African American,College,50K -- 100K,North,City Hotel,1,1,0,HB,Yes,Yes,Refundable,Online,Yes,Check-Out,Yes,15,109,87,4,7,6,1,2
M,52,caucasian,College,25K --50K,South,City Hotel,3,1,0,BB,No,No,No Deposit,Online,Yes,Canceled,No,0,191,49,1,7,6,1,4
M,23,Latino,College,>100K,South,Resort,4,1,0,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,143,45,1,7,6,1,5
F,23,Latino,Mid-School,50K -- 100K,East,City Hotel,1,1,2,HB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,20,112,141,2,7,6,1,4
M,68,Latino,Grad,25K --50K,North,Resort,3,1,0,FB,No,No,Non-Refundable,Direct,No,Canceled,Yes,10,112,86,1,7,6,1,4
F,41,caucasian,Grad,50K -- 100K,North,Resort,4,2,0,HB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,Yes,10,225,193,2,7,6,1,6
F,59,Latino,Grad,50K -- 100K,North,Resort,4,2,0,BB,Yes,No,No Deposit,Direct,No,Canceled,No,0,161,156,2,7,6,1,6
F,68,Latino,College,<25K,South,City Hotel,5,2,1,BB,No,No,Refundable,Online,No,Check-Out,No,0,115,41,3,7,6,1,8
M,41,Latino,College,25K --50K,North,Airport Hotels,2,3,1,BB,No,No,No Deposit,Online,Yes,Canceled,No,0,195,111,2,7,6,1,6
M,62,Asian American,College,<25K,South,Resort,2,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,40,131,91,1,7,6,1,3
M,65,Asian American,Grad,50K -- 100K,West,Airport Hotels,2,2,1,FB,Yes,No,No Deposit,Agent,Yes,Canceled,No,0,239,71,3,7,6,1,5
F,66,Latino,College,<25K,South,City Hotel,2,2,1,FB,No,No,Refundable,Direct,Yes,Check-Out,Yes,5,200,218,1,7,6,1,5
F,31,caucasian,Mid-School,50K -- 100K,East,City Hotel,4,2,0,FB,Yes,Yes,No Deposit,Online,No,Check-Out,Yes,25,245,147,1,7,6,1,6
F,39,Asian American,Mid-School,50K -- 100K,South,Resort,1,2,0,FB,Yes,Yes,Refundable,Direct,Yes,Check-Out,Yes,20,162,1,2,7,6,1,3
F,49,Asian American,High-School,25K --50K,North,City Hotel,1,2,0,HB,Yes,No,No Deposit,Agent,No,Check-Out,Yes,5,247,21,1,7,6,1,3
F,21,caucasian,Grad,>100K,East,City Hotel,3,1,0,FB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,25,199,174,2,7,6,1,4
M,53,caucasian,College,25K --50K,East,City Hotel,2,3,0,FB,No,No,Refundable,Online,No,Canceled,Yes,25,180,191,1,7,6,1,5
M,52,Latino,High-School,50K -- 100K,West,City Hotel,3,1,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,10,247,56,1,7,6,1,4
F,33,African American,College,25K --50K,South,Airport Hotels,3,2,1,FB,Yes,Yes,Non-Refundable,Direct,Yes,Check-Out,Yes,15,167,103,2,7,6,1,6
M,28,African American,High-School,<25K,South,Resort,3,3,1,HB,Yes,Yes,Refundable,Agent,Yes,Check-Out,Yes,40,218,16,4,7,6,1,7
F,38,Asian American,College,25K --50K,South,City Hotel,5,1,0,HB,No,No,No Deposit,Direct,Yes,Canceled,Yes,25,247,97,2,7,6,1,6
F,30,Asian American,College,<25K,West,City Hotel,2,1,0,HB,Yes,No,No Deposit,Online,No,No-Show,Yes,5,123,95,1,7,6,1,3
M,62,caucasian,Grad,<25K,South,City Hotel,4,2,0,BB,No,No,Refundable,Online,No,No-Show,Yes,30,165,60,1,7,6,1,6
M,40,caucasian,College,>100K,North,City Hotel,3,1,2,FB,Yes,No,No Deposit,Direct,No,Check-Out,Yes,25,141,50,1,7,6,1,6
M,43,African American,High-School,<25K,North,Airport Hotels,1,2,1,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,188,135,2,7,6,1,4
F,32,Latino,Mid-School,<25K,East,City Hotel,4,3,0,BB,No,No,Refundable,Online,Yes,No-Show,Yes,10,187,200,2,7,6,1,7
M,66,Latino,Grad,25K --50K,South,Resort,4,1,1,HB,Yes,Yes,No Deposit,Online,Yes,No-Show,Yes,30,212,49,2,7,6,1,6
M,64,Latino,Mid-School,<25K,South,Resort,1,1,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,25,250,9,3,7,6,1,2
M,61,African American,College,50K -- 100K,North,City Hotel,2,1,0,FB,Yes,No,Refundable,Online,Yes,Canceled,Yes,5,230,55,1,7,0,0,3
F,50,caucasian,College,50K -- 100K,West,City Hotel,1,3,1,FB,Yes,No,No Deposit,Direct,No,No-Show,No,0,104,181,1,7,0,0,5
F,31,Latino,College,25K --50K,North,Resort,2,1,1,HB,No,No,No Deposit,Online,No,Canceled,Yes,10,115,140,3,7,0,0,4
M,37,Latino,College,<25K,South,Resort,1,2,1,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,15,245,40,3,7,0,0,4
M,34,caucasian,Mid-School,<25K,South,Airport Hotels,1,2,0,BB,No,No,Refundable,Online,Yes,No-Show,Yes,10,107,107,3,7,0,0,3
F,29,Asian American,College,25K --50K,South,Airport Hotels,2,1,2,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,177,68,1,7,0,0,5
F,54,Asian American,Mid-School,50K -- 100K,South,Airport Hotels,2,1,1,FB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,178,118,2,7,0,0,4
F,36,Asian American,College,25K --50K,South,Airport Hotels,2,2,1,HB,Yes,No,No Deposit,Agent,No,No-Show,Yes,20,145,65,1,7,0,0,5
M,57,Latino,College,25K --50K,North,Resort,1,3,1,FB,No,No,No Deposit,Agent,Yes,Check-Out,No,0,202,192,3,7,0,0,5
M,54,Latino,High-School,>100K,South,Airport Hotels,2,1,1,FB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,5,154,181,4,7,0,0,4
M,47,African American,Grad,25K --50K,South,Resort,5,2,0,FB,Yes,Yes,Refundable,Direct,Yes,Check-Out,Yes,30,170,156,2,7,0,0,7
M,52,Latino,Grad,50K -- 100K,South,City Hotel,2,1,0,BB,Yes,No,Refundable,Direct,No,Check-Out,Yes,5,123,93,3,7,0,0,3
F,59,African American,Grad,50K -- 100K,North,City Hotel,2,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,10,223,157,4,7,0,0,3
F,34,African American,Mid-School,>100K,East,Airport Hotels,1,3,0,FB,No,No,Refundable,Online,No,No-Show,Yes,20,101,65,1,7,0,0,4
F,25,Latino,College,50K -- 100K,East,City Hotel,5,1,0,FB,Yes,Yes,Refundable,Online,No,Check-Out,No,0,196,110,1,7,0,0,6
F,55,Latino,Grad,50K -- 100K,South,Airport Hotels,2,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,10,112,102,1,7,0,0,4
F,41,caucasian,Mid-School,25K --50K,East,City Hotel,1,1,0,FB,Yes,No,Non-Refundable,Online,Yes,Check-Out,Yes,25,217,131,1,7,0,0,2
F,40,caucasian,College,50K -- 100K,East,Resort,2,2,0,FB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,15,180,31,3,7,0,0,4
F,24,African American,College,25K --50K,South,Airport Hotels,2,3,1,BB,Yes,No,Non-Refundable,Online,Yes,Check-Out,Yes,25,131,213,1,7,0,0,6
F,37,caucasian,High-School,50K -- 100K,South,Resort,2,1,2,FB,No,No,No Deposit,Agent,Yes,No-Show,Yes,5,211,209,1,7,0,0,5
M,55,Asian American,College,50K -- 100K,South,City Hotel,3,2,1,BB,Yes,No,No Deposit,Direct,Yes,Canceled,Yes,5,239,211,4,7,0,0,6
M,47,Latino,Mid-School,25K --50K,East,Airport Hotels,2,2,0,FB,No,No,Refundable,Direct,Yes,Check-Out,Yes,10,185,4,1,7,0,0,4
M,20,African American,College,25K --50K,South,Airport Hotels,3,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,210,137,1,8,4,0,4
F,59,Asian American,College,50K -- 100K,South,Airport Hotels,3,1,0,BB,Yes,No,Refundable,Online,Yes,Canceled,Yes,20,246,114,4,10,6,1,4
M,55,African American,Grad,50K -- 100K,South,Resort,2,2,1,FB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,30,101,38,1,7,0,0,5
M,20,African American,High-School,<25K,North,City Hotel,1,1,1,HB,No,No,Refundable,Online,No,Check-Out,No,0,161,18,2,7,0,0,3
F,65,Asian American,Mid-School,<25K,North,Airport Hotels,2,1,1,HB,Yes,Yes,Refundable,Online,Yes,Canceled,Yes,25,217,197,1,7,0,0,4
M,20,African American,Mid-School,<25K,South,Airport Hotels,2,1,0,FB,No,No,No Deposit,Online,Yes,Check-Out,No,0,170,114,3,7,0,0,3
M,35,Latino,Grad,50K -- 100K,South,Resort,2,2,0,FB,No,No,Refundable,Online,No,Check-Out,Yes,5,242,65,4,7,0,0,4
M,61,Latino,College,<25K,North,Resort,2,1,0,FB,Yes,Yes,Refundable,Online,Yes,Canceled,Yes,10,201,189,3,7,0,0,3
M,32,Asian American,College,>100K,West,Airport Hotels,2,1,0,HB,Yes,No,No Deposit,Online,No,Check-Out,Yes,5,120,135,3,7,0,0,3
M,33,African American,Grad,<25K,North,Resort,3,2,1,BB,Yes,No,Refundable,Online,Yes,Canceled,Yes,40,129,154,3,7,0,0,6
F,28,caucasian,High-School,<25K,North,City Hotel,4,1,0,FB,No,No,Refundable,Online,No,Canceled,Yes,5,168,122,2,7,0,0,5
M,37,Latino,Grad,25K --50K,West,City Hotel,2,1,1,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,201,133,1,7,0,0,4
F,39,African American,Mid-School,25K --50K,North,City Hotel,2,2,0,FB,Yes,No,No Deposit,Direct,No,Check-Out,Yes,10,129,122,2,7,0,0,4
F,50,African American,High-School,50K -- 100K,South,Resort,5,1,1,FB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,10,120,44,1,7,0,0,7
F,65,African American,College,<25K,East,City Hotel,1,2,1,HB,Yes,No,Refundable,Online,No,Check-Out,Yes,5,249,31,1,11,3,0,4
M,39,Latino,College,25K --50K,South,Airport Hotels,2,2,1,HB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,10,245,210,4,8,0,0,5
F,30,African American,High-School,<25K,East,City Hotel,3,2,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,195,129,4,7,3,0,5
F,46,caucasian,Mid-School,<25K,West,City Hotel,3,3,0,HB,No,No,Refundable,Direct,Yes,Check-Out,Yes,10,145,22,1,7,4,0,6
F,18,caucasian,Grad,25K --50K,South,City Hotel,1,1,0,FB,Yes,No,No Deposit,Direct,Yes,No-Show,Yes,10,224,49,2,10,5,1,2
F,55,Asian American,Mid-School,<25K,South,City Hotel,1,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,186,26,1,7,1,0,2
M,46,caucasian,Mid-School,50K -- 100K,North,Airport Hotels,2,3,1,FB,No,No,No Deposit,Online,No,Check-Out,No,0,109,218,2,7,1,0,6
F,48,caucasian,College,25K --50K,South,Airport Hotels,2,2,0,HB,Yes,No,Refundable,Online,Yes,No-Show,Yes,30,243,207,1,7,1,0,4
M,41,Asian American,High-School,50K -- 100K,South,City Hotel,3,2,0,FB,No,No,No Deposit,Online,Yes,Canceled,No,0,195,95,2,7,1,0,5
F,28,Asian American,Grad,>100K,East,Resort,1,2,0,HB,No,No,No Deposit,Direct,Yes,Canceled,Yes,5,190,179,1,7,1,0,3
F,55,African American,Mid-School,50K -- 100K,South,Airport Hotels,1,1,0,HB,Yes,No,No Deposit,Agent,Yes,No-Show,Yes,10,166,53,3,7,1,0,2
M,68,Latino,Grad,25K --50K,West,City Hotel,1,2,1,HB,No,No,Refundable,Online,Yes,Canceled,Yes,15,204,85,1,7,1,0,4
F,70,Latino,Grad,<25K,South,Airport Hotels,2,2,0,FB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,136,143,3,7,1,0,4
F,62,Asian American,Grad,50K -- 100K,South,Resort,1,1,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,25,206,167,4,7,1,0,2
F,45,caucasian,High-School,25K --50K,North,Resort,1,1,1,BB,Yes,No,Refundable,Online,Yes,No-Show,No,0,165,33,4,7,1,0,3
M,41,African American,College,<25K,East,City Hotel,4,2,0,HB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,10,232,105,2,7,1,0,6
M,59,African American,High-School,<25K,West,Airport Hotels,2,1,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,189,190,2,7,1,0,3
M,61,caucasian,College,>100K,North,Resort,2,2,0,FB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,10,120,48,1,7,1,0,4
F,65,African American,High-School,25K --50K,West,Resort,1,1,0,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,20,139,24,1,7,1,0,2
F,34,Asian American,College,<25K,East,Resort,4,1,1,FB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,131,84,1,7,1,0,6
M,35,Latino,College,25K --50K,West,City Hotel,4,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,25,201,207,1,7,1,0,6
F,54,Asian American,High-School,50K -- 100K,North,Airport Hotels,1,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,25,244,31,1,7,1,0,3
F,48,caucasian,College,50K -- 100K,East,Resort,2,2,1,FB,Yes,No,No Deposit,Direct,Yes,Canceled,Yes,20,146,186,3,7,1,0,5
F,63,Asian American,College,25K --50K,South,Airport Hotels,2,2,0,BB,No,No,No Deposit,Direct,Yes,Canceled,No,0,148,170,3,7,1,0,4
F,18,Asian American,College,<25K,North,City Hotel,3,2,1,HB,No,No,Non-Refundable,Online,Yes,No-Show,Yes,5,187,97,1,7,1,0,6
M,21,Asian American,Grad,<25K,South,Resort,2,1,0,BB,Yes,Yes,No Deposit,Direct,Yes,No-Show,Yes,10,247,162,1,7,1,0,3
M,58,African American,High-School,>100K,South,City Hotel,1,1,0,FB,Yes,Yes,Non-Refundable,Online,No,Canceled,Yes,10,121,55,1,7,2,0,2
F,24,African American,College,50K -- 100K,South,Resort,2,2,1,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,5,232,186,3,7,2,0,5
M,28,caucasian,Grad,25K --50K,South,Resort,3,1,0,HB,No,No,Refundable,Online,Yes,Canceled,Yes,20,168,80,2,7,2,0,4
F,47,Latino,Mid-School,50K -- 100K,South,Resort,1,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,5,249,140,1,7,2,0,3
F,69,Asian American,Mid-School,50K -- 100K,South,Airport Hotels,1,2,1,HB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,40,153,100,1,7,2,0,4
M,55,Latino,Grad,<25K,South,Airport Hotels,2,1,1,FB,No,No,No Deposit,Agent,Yes,Canceled,Yes,5,114,216,2,7,2,0,4
M,65,Latino,High-School,50K -- 100K,South,City Hotel,2,2,0,FB,Yes,Yes,Refundable,Online,No,Check-Out,Yes,5,120,6,3,7,2,0,4
F,53,African American,College,<25K,North,Resort,1,1,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,222,204,2,8,2,0,2
F,48,Asian American,Mid-School,25K --50K,West,Airport Hotels,2,2,0,BB,Yes,Yes,Refundable,Agent,Yes,Check-Out,No,0,218,195,2,7,2,0,4
F,64,African American,High-School,<25K,South,City Hotel,2,3,1,FB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,10,126,40,2,7,2,0,6
M,57,Latino,College,50K -- 100K,East,City Hotel,1,2,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,No,0,185,86,1,7,2,0,4
M,69,African American,High-School,25K --50K,East,Airport Hotels,2,2,0,FB,No,No,No Deposit,Online,Yes,Check-Out,No,0,185,205,4,7,2,0,4
F,52,Asian American,High-School,<25K,East,Airport Hotels,1,2,0,FB,Yes,No,No Deposit,Agent,No,No-Show,Yes,10,171,114,3,7,2,0,3
M,33,Asian American,Grad,>100K,West,Airport Hotels,2,1,0,FB,No,No,Non-Refundable,Online,No,Check-Out,No,0,169,31,2,7,2,0,3
F,34,Latino,High-School,25K --50K,North,City Hotel,3,1,0,BB,No,No,Non-Refundable,Agent,Yes,Canceled,Yes,20,147,42,3,7,2,0,4
F,32,caucasian,College,25K --50K,West,Airport Hotels,3,2,0,HB,No,No,Non-Refundable,Direct,Yes,Canceled,Yes,10,236,106,2,7,2,0,5
M,25,African American,College,25K --50K,North,Airport Hotels,2,1,0,HB,Yes,No,No Deposit,Online,No,Canceled,Yes,5,207,167,1,7,2,0,3
F,46,Asian American,College,50K -- 100K,East,City Hotel,2,3,0,FB,Yes,No,No Deposit,Direct,Yes,Check-Out,No,0,131,142,1,7,2,0,5
M,57,Latino,Grad,50K -- 100K,South,Resort,1,1,0,BB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,5,168,51,2,7,2,0,2
M,21,caucasian,Mid-School,25K --50K,South,City Hotel,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,40,201,21,1,7,2,0,2
M,52,Asian American,Mid-School,>100K,South,City Hotel,4,1,0,HB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,10,220,135,1,7,2,0,5
M,28,caucasian,College,<25K,South,Resort,2,2,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,20,228,26,2,7,2,0,4
F,67,Latino,High-School,<25K,South,Resort,2,2,0,HB,No,No,No Deposit,Online,Yes,Canceled,No,0,220,112,2,7,2,0,4
F,36,Latino,High-School,50K -- 100K,South,City Hotel,3,1,0,BB,No,No,Refundable,Direct,No,No-Show,Yes,10,209,202,4,7,2,0,4
F,64,caucasian,Mid-School,<25K,North,Airport Hotels,2,3,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,No,0,241,118,1,7,3,0,5
M,43,African American,Mid-School,25K --50K,South,Airport Hotels,3,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,250,46,1,7,3,0,5
M,21,African American,College,>100K,South,City Hotel,1,2,0,FB,No,No,No Deposit,Online,No,Check-Out,No,0,198,81,1,7,3,0,3
M,47,Asian American,Grad,50K -- 100K,South,Resort,1,1,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,20,133,199,2,7,3,0,2
M,42,African American,Mid-School,50K -- 100K,South,City Hotel,5,1,0,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,30,214,101,1,7,3,0,6
F,57,Latino,Grad,25K --50K,South,Airport Hotels,3,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,129,35,2,7,3,0,4
M,32,Asian American,College,50K -- 100K,South,Resort,2,3,0,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,201,53,3,7,3,0,5
M,33,Asian American,Mid-School,<25K,South,Resort,1,3,0,FB,No,No,No Deposit,Agent,No,Check-Out,Yes,10,172,215,4,7,3,0,4
F,36,caucasian,College,25K --50K,East,City Hotel,2,1,1,HB,No,No,No Deposit,Online,No,Check-Out,Yes,25,120,144,3,7,3,0,4
F,20,caucasian,Mid-School,>100K,North,City Hotel,3,2,0,HB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,25,223,59,1,7,3,0,5
F,30,Asian American,College,>100K,East,City Hotel,1,2,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,25,171,123,4,7,3,0,3
F,24,caucasian,Grad,25K --50K,North,City Hotel,2,2,1,FB,No,No,No Deposit,Direct,Yes,Canceled,Yes,40,157,217,1,7,3,0,5
M,54,Asian American,College,50K -- 100K,West,Airport Hotels,2,2,0,HB,No,No,No Deposit,Online,No,No-Show,Yes,20,249,44,1,7,3,0,4
M,53,caucasian,High-School,>100K,South,Resort,3,2,1,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,No,0,101,56,2,7,3,0,6
F,26,African American,Mid-School,>100K,South,Airport Hotels,5,2,0,BB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,5,209,201,1,7,3,0,7
M,54,Asian American,College,25K --50K,West,Resort,2,1,1,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,129,161,3,7,3,0,4
M,18,Latino,High-School,25K --50K,West,City Hotel,5,1,0,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,30,143,35,2,7,3,0,6
M,55,African American,College,25K --50K,North,Airport Hotels,2,1,0,HB,No,No,No Deposit,Direct,Yes,Canceled,Yes,25,109,12,2,7,3,0,3
F,36,African American,Grad,50K -- 100K,South,Airport Hotels,3,1,0,BB,Yes,No,No Deposit,Online,No,Canceled,Yes,40,167,148,1,7,3,0,4
F,33,Latino,High-School,25K --50K,South,City Hotel,4,3,0,BB,Yes,No,No Deposit,Agent,Yes,Canceled,No,0,190,193,3,7,3,0,7
F,35,African American,Mid-School,25K --50K,South,City Hotel,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,149,119,1,7,3,0,3
M,60,Latino,College,>100K,East,Airport Hotels,2,1,0,HB,Yes,Yes,No Deposit,Online,No,Check-Out,Yes,10,222,213,2,7,3,0,3
M,20,Latino,College,50K -- 100K,East,Airport Hotels,1,1,0,FB,No,No,No Deposit,Agent,Yes,No-Show,Yes,20,233,185,1,7,3,0,2
M,50,Asian American,High-School,<25K,North,City Hotel,3,2,0,BB,Yes,No,Refundable,Agent,Yes,Canceled,No,0,137,28,1,7,3,0,5
M,20,African American,Grad,>100K,West,Resort,2,2,1,FB,Yes,Yes,No Deposit,Direct,Yes,No-Show,No,0,102,56,4,7,3,0,5
